"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct"
"167",168,1,1,2,1,168,168,0,1,528328.8559666,3,20,0,0.85,0.85,0,0,2,20,2,1,85,0,5,1.77824625129479,0,2,528329.2028337,2,528329.6400998,0.85,0,0,0.737111846116772,0.413329690932971,1,0,0.626685004072912,1,0,1,0,1,1,0,528331.4887795,528332.0189456,1,1,1.77777777777778,1,0,0,1,528333.3764201,527741.291986,23,"reinstatement",2,1
"168",169,1,1,2,1,169,169,0,1,528333.8670528,4,20,0,0.85,0.85,0,0,2,20,2,1,85,0,5,2.88040279190536,0,2,528334.2071052,2,528334.5753375,0.85,0,0,0.716364945639309,0.133315612918948,0,1,0.864313568559832,0,0,1,0,1,2,1,528337.4878442,528337.5142656,0,1,1.77777777777778,0,0,0,1,528338.2572665,527741.291986,23,"reinstatement",2,1
"169",170,1,2,1,1,170,170,0,1,528338.6946719,5,20,0,0.85,0.85,0,0,2,20,2,1,85,1,5,1.86679726904958,0,2,528339.0445226,1,528339.6001096,0.85,0,0,0.0197226291838065,0.789706916054354,1,0,0.136530150024652,1,0,1,0,1,1,0,528341.5304718,528342.0606722,0,1,1.77777777777778,0,0,0,1,528342.061347,527741.291986,23,"reinstatement",2,1
"170",171,1,2,1,1,171,171,0,1,528342.5099257,6,20,0,0.85,0.85,0,0,2,20,2,1,85,2,5,1.00094476515714,0,2,528342.8475971,1,528343.3842548,0.85,0,0,0.730762210038237,0.347819660197098,1,0,0.67508197561476,1,0,1,0,1,1,0,528344.4496301,528344.9811874,0,1,1.77777777777778,0,0,0,1,528344.9819049,527741.291986,23,"reinstatement",2,1
"171",172,1,2,1,1,172,172,0,1,528345.42049,7,20,0,0.85,0.85,0,0,2,20,2,1,85,3,5,1.25367984132515,0,2,528345.7667791,1,528346.1375831,0.85,0,0,0.289378025116997,0.508481430896452,1,0,0.700630092775198,1,0,1,0,1,1,0,528347.4520403,528347.9860669,0,1,1.77777777777778,0,0,0,1,528347.9867924,527741.291986,23,"reinstatement",2,1
"172",173,1,2,1,1,173,173,0,1,528348.4287277,8,20,0,0.85,0.85,0,0,2,20,2,1,85,4,5,1.41222924293723,0,2,528348.7692147,1,528349.1722436,0.85,0,0,0.0259558835361126,0.614316653023428,1,0,0.821995370641601,1,0,1,0,1,1,0,528350.6546336,528351.1808915,0,1,1.88888888888889,0,0,0,1,528351.1816148,527741.291986,23,"reinstatement",2,1
"173",174,1,2,1,1,174,174,0,1,528351.6277359,9,20,0,0.85,0.85,0,0,2,20,2,1,90,0,5,1.67659791759471,0,2,528351.9718423,1,528352.3914135,0.85,0,0,0.184574449130379,0.803878385922847,1,0,0.450329914469513,1,0,1,0,1,1,0,528354.1235474,528354.6593736,1,1,2,1,0,0,1,528356.0504434,527741.291986,23,"reinstatement",2,1
"174",175,1,1,2,1,175,175,0,1,528356.5588262,10,20,0,0.85,0.85,0,0,2,20,2,1,90,1,5,1.96773043315747,0,2,528356.8926368,2,528357.2229681,0.85,0,0,0.0124152655832722,0.654095368592148,1,0,0.567425944705988,1,0,1,0,1,1,0,528359.2618598,528359.7914864,0,1,2,0,0,0,1,528359.7922607,527741.291986,23,"reinstatement",2,1
"175",176,1,2,1,1,176,176,0,1,528360.2458595,11,20,0,0.85,0.85,0,0,2,20,2,1,90,1,5,1.43001387303747,0,2,528360.5957615,1,528361.0252416,0.85,0,0,0.869541908536127,0.478739752486908,0,0,0.619486771941027,0,0,0,0,1,0,0,528362.5304008,528363.0565287,0,1,2,0,0,0,1,528363.0579208,527741.291986,23,"reinstatement",2,1
"176",177,1,2,1,1,177,177,0,1,528363.3325289,12,20,0,0.85,0.85,0,0,2,20,2,1,90,2,5,1.30916679258836,0,2,528363.6649916,1,528364.0393429,0.85,0,0,0.74812668092989,0.323029632609452,1,0,0.183171656702668,1,0,1,0,1,1,0,528365.4162571,528365.9456794,0,1,2,0,0,0,1,528365.9464429,527741.291986,23,"reinstatement",2,1
"177",178,1,2,1,1,178,178,0,1,528366.3846327,13,20,0,0.85,0.85,0,0,2,20,2,1,95,3,0,1.3587175414892,0,2,528366.7341407,1,528367.1757265,0.85,0,0,0.673010241861809,0.802225291348621,1,0,0.162885102941511,1,0,1,0,1,1,0,528368.6021349,528369.1288115,0,1,2,2,1,0,1,528370.5129828,527741.291986,23,"reinstatement",2,1
"178",179,1,1,2,1,179,179,0,1,528371.0135376,1,21,0,0.85,0.85,0,0,0,4,0,3,95,4,0,0.681710776571555,0,2,528371.3546502,2,528371.9124243,0.85,0,0,0.100099057832945,0.604704532045107,1,0,0.279830968034087,1,0,1,0,0,1,0,528372.6729259,528373.1998043,0,0,2,0,0,0,1,528373.2005323,527741.291986,23,"post",3,0
"179",180,1,1,2,1,180,180,0,1,528373.635954,2,21,0,0.85,0.85,0,0,0,4,0,3,100,0,0,1.15286981505755,0,2,528373.9733042,2,528374.6483449,0.85,0,0,0.700602154152162,0.630802187010258,1,0,0.144276211026341,1,0,1,0,0,1,0,528375.874904,528376.4031621,1,0,2,1,0,0,1,528377.7797602,527741.291986,23,"post",3,0
"180",181,1,2,1,1,181,181,0,1,528378.2854027,3,21,0,0.85,0.85,0,0,0,4,0,3,100,0,1,1.30677214953359,0,1,528378.6272077,2,528379.9664443,0,0.85,1,0.0593067645858705,0.44649379601638,0,1,0.314623322335238,0,1,1,0,0,2,0,528381.3462058,528381.882939,0,0,2,0,0,0,1,528381.8836377,527741.291986,23,"post",3,0
"181",182,1,2,1,1,182,182,0,1,528382.3282025,4,21,0,0.85,0.85,0,0,0,4,0,3,100,0,1,1.24019243879145,0,1,528382.6806934,2,528383.2662042,0,0.85,1,0.131517970937028,0.919896492149614,0,0,0.0779862451087268,0,0,0,0,0,0,0,528384.565389,528385.0922407,0,0,1.88888888888889,0,1,0,1,528385.0941716,527741.291986,23,"post",3,0
"182",183,1,1,2,1,183,183,0,1,528385.3731678,1,2,0.85,0,0,0.15,0,1,20,0,3,100,0,1,0.599185461315137,0,2,528385.7165856,2,528386.2239174,0,0.15,0,0.869251250898005,0.515052660518988,0,0,0.178903604546327,0,0,0,0,0,0,0,528386.9007683,528387.4274058,0,0,1.77777777777778,0,0,0,1,528387.4287415,527741.291986,23,"learning",1,0
"183",184,1,1,2,1,184,184,0,1,528387.708522,2,2,0.85,0,0,0.15,0,1,20,0,3,100,0,1,1.10873147042534,0,2,528388.0519223,2,528388.7071788,0,0.15,0,0.827906964571842,0.690025321517672,0,0,0.796035685319838,0,0,0,0,0,0,0,528389.8699325,528390.3977937,0,0,1.77777777777778,0,0,0,1,528390.3991208,527741.291986,23,"learning",1,0
"184",185,1,1,2,1,185,185,0,1,528390.6785987,3,2,0.85,0,0,0.15,0,1,20,0,3,100,1,1,1.2115325509588,0,1,528391.0210422,1,528392.1154693,0.85,0,1,0.698604190244194,0.737545361292326,1,0,0.768657792890072,1,0,1,0,0,1,0,528393.3893796,528393.9197642,0,0,1.77777777777778,0,0,0,1,528393.9204957,527741.291986,23,"learning",1,1
"185",186,1,1,2,1,186,186,0,1,528394.367838,4,2,0.85,0,0,0.15,0,1,20,0,3,100,2,1,1.04928920805601,0,1,528394.7073981,1,528395.078338,0.85,0,1,0.808583630683622,0.515372718873964,1,0,0.533055492454236,1,0,1,0,0,1,0,528396.1924844,528396.7219095,0,0,1.66666666666667,0,0,0,0,528396.7227445,527741.291986,23,"learning",1,1
"186",187,1,1,2,1,187,187,0,1,528397.1627688,5,2,0.85,0,0,0.15,0,1,20,0,3,100,3,1,1.34510094981477,0,1,528397.5097005,1,528397.8440159,0.85,0,1,0.435695804974967,0.17920926522505,1,0,0.363692032245649,1,0,1,0,0,1,0,528399.2617936,528399.7914436,0,0,1.55555555555556,0,0,0,0,528399.792156,527741.291986,23,"learning",1,1
"187",188,1,2,1,1,188,188,0,1,528400.2304595,6,2,0.85,0,0,0.15,0,1,20,0,3,100,4,1,1.18378653269409,0,1,528400.5789332,2,528401.3277943,0.85,0,1,0.291783276359869,0.31774306934275,1,0,0.663421307034232,1,0,1,0,0,1,0,528402.5811399,528403.1102343,0,0,1.44444444444444,0,0,0,0,528403.1109436,527741.291986,23,"learning",1,1
"188",189,1,2,1,1,189,189,0,1,528403.5429551,7,2,0.85,0,0,0.15,0,1,20,0,3,100,4,1,1.60550343354031,0,1,528403.8817454,2,528404.3047752,0.85,0,1,0.879453840409663,0.60714360503822,0,0,0.423805123434775,0,0,0,0,0,0,0,528405.9831965,528406.5098863,0,0,1.33333333333333,0,0,0,0,528406.5112261,527741.291986,23,"learning",1,1
"189",190,1,1,2,1,190,190,0,1,528406.7916185,8,2,0.85,0,0,0.15,0,1,20,0,3,100,4,1,1.4011525631734,0,1,528407.1343814,1,528407.5164165,0.85,0,1,0.853887567112051,0.167761973085982,0,0,0.182722347808139,0,0,0,0,0,0,0,528408.9857024,528409.511816,0,0,1.22222222222222,0,0,1,0,528409.5131583,527741.291986,23,"learning",1,1
"190",191,1,2,1,1,191,191,0,1,528409.7927076,9,2,0.85,0,0,0.15,0,1,20,0,3,100,4,1,2.23057580975547,0,2,528410.1369478,1,528410.4983657,0,0.15,0,0.688169258105134,0.257974600271761,0,0,0.542941928166024,0,0,0,0,0,0,0,528412.8055398,528413.3321523,0,0,1.22222222222222,0,1,1,0,528413.3339455,527741.291986,23,"learning",1,0
"191",192,1,1,2,1,192,192,0,1,528413.6134608,1,3,0.85,0,0,0.15,1,0,0,0,2,100,4,1,1.14147805629362,0,2,528413.956726,2,528414.2507856,0,0.15,0,0.747707872213496,0.714761852595099,0,0,0.0966790582853253,0,0,0,0,0,0,0,528415.4578155,528415.9876048,0,0,1.33333333333333,0,0,0,0,528415.9888522,527741.291986,23,"fill",1,0
"192",193,1,1,2,1,193,193,0,1,528416.2686894,2,3,0.85,0,0,0.15,1,0,0,0,2,100,4,1,0.763644803660222,0,2,528416.6088938,2,528416.8780637,0,0.15,0,0.748231769132057,0.867815274986719,0,0,0.526746524046976,0,0,0,0,0,0,0,528417.70972,528418.2369015,0,0,1.33333333333333,0,0,0,0,528418.2381333,527741.291986,23,"fill",1,0
"193",194,1,2,1,1,194,194,0,1,528418.5185202,3,3,0.85,0,0,0.15,1,0,0,0,2,100,4,2,1.03562219104636,0,1,528418.8609174,2,528420.059112,0.85,0,1,0.591160830045206,0.198790115444395,0,1,0.956977319513226,0,1,1,0,0,2,0,528421.1632581,528421.6907716,0,0,1.33333333333333,0,0,0,0,528421.6915347,527741.291986,23,"fill",1,1
"194",195,1,2,1,1,195,195,0,1,528422.1270964,4,3,0.85,0,0,0.15,1,0,0,0,2,100,4,3,2.16186304447812,0,1,528422.4637936,2,528422.8354394,0.85,0,1,0.713027438780246,0.840543233698114,0,1,0.996071136001566,0,1,1,0,0,2,0,528425.0491986,528425.5854039,0,0,1.33333333333333,0,0,0,0,528425.5860586,527741.291986,23,"fill",1,1
"195",196,1,1,2,1,196,196,0,1,528426.0268928,5,3,0.85,0,0,0.15,1,0,0,0,2,100,5,3,2.57180421503079,0,1,528426.3670246,1,528426.9263228,0.85,0,1,0.566343023856572,0.862312228574232,1,0,0.436290698073848,1,0,1,0,0,1,0,528429.5702074,528430.0976515,1,0,1.33333333333333,0,1,0,0,528430.0988834,527741.291986,23,"fill",1,1
"196",197,1,1,2,1,197,197,0,1,528430.5519557,1,4,0,0,0,0,0,0,8,0,2,100,5,3,1.02160727018216,0,2,528430.8873325,2,528432.2479257,0,0,0,0.557429345270307,0.279747982546717,0,0,0.883987262878175,0,0,0,1,0,0,0,528433.3393905,528433.8673049,1,0,1.33333333333333,0,0,0,0,528433.8688161,527741.291986,23,"extinction",2,1
"197",198,1,2,1,1,198,198,0,1,528434.1486697,2,4,0,0,0,0,0,0,8,0,2,100,5,3,0.872858858377683,0,2,528434.4904619,1,528435.0182425,0,0,0,0.591416931493873,0.900266732310141,0,0,0.31486809711332,0,0,0,1,0,0,0,528435.9582625,528436.4897006,1,0,1.44444444444444,0,0,0,0,528436.4910329,527741.291986,23,"extinction",2,1
"198",199,1,2,1,1,199,199,0,1,528436.7706144,3,4,0,0,0,0,0,0,8,0,2,100,5,3,1.28166744202324,0,2,528437.1093042,1,528438.6103331,0,0,0,0.277804838845887,0.191984674356891,0,0,0.468740299085075,0,0,0,1,0,0,0,528439.9614217,528440.4881356,1,0,1.55555555555556,0,0,0,0,528440.4894738,527741.291986,23,"extinction",2,1
"199",200,1,1,2,1,200,200,0,1,528440.7691706,4,4,0,0,0,0,0,0,8,0,2,100,5,3,1.20241832531528,0,1,528441.1126874,1,528441.5433688,0,0,1,0.142698047061931,0.443763120986962,0,0,0.438113868679204,0,0,0,1,0,0,0,528442.8138042,528443.3399457,1,0,1.66666666666667,0,0,0,0,528443.3413478,527741.291986,23,"extinction",2,0
"200",201,1,2,1,1,201,201,0,1,528443.6953856,5,4,0,0,0,0,0,0,8,0,2,100,5,3,1.32491610442987,0,1,528444.0317146,2,528444.4491034,0,0,1,0.595567071380514,0.847464157432822,0,0,0.283764839285796,0,0,0,1,0,0,0,528445.8329393,528446.3618042,1,0,1.55555555555556,0,0,0,0,528446.3631631,527741.291986,23,"extinction",2,0
"201",202,1,1,2,1,202,202,0,1,528446.6397736,6,4,0,0,0,0,0,0,8,0,2,100,5,3,1.16773167900123,0,1,528446.9842306,1,528447.4721601,0,0,1,0.874366481482857,0.404340681252457,0,0,0.286563022487869,0,0,0,1,0,0,0,528448.7021558,528449.2355254,1,0,1.44444444444444,0,0,0,0,528449.2368473,527741.291986,23,"extinction",2,0
"202",203,1,2,1,1,203,203,0,1,528449.515422,7,4,0,0,0,0,0,0,8,0,2,100,5,3,0.565156723520004,0,1,528449.8530422,2,528450.3850198,0,0,1,0.716729449466801,0.701443634651472,0,0,0.972743697474038,0,0,0,1,0,0,0,528451.0206755,528451.5470336,1,0,1.33333333333333,0,0,0,0,528451.5484378,527741.291986,23,"extinction",2,0
"203",204,1,2,1,1,204,204,0,1,528451.8264416,8,4,0,0,0,0,0,0,8,0,2,100,5,3,1.81121373451416,0,2,528452.1718866,1,528453.9795499,0,0,0,0.722881563999023,0.452460646804584,0,0,0.718668523592177,0,0,0,1,0,0,0,528455.8580124,528456.387585,1,0,1.33333333333333,0,1,0,0,528456.3893176,527741.291986,23,"extinction",2,1
"204",205,1,1,2,1,205,205,0,1,528456.6683031,1,5,0.85,0,0,0.85,0,2,20,1,2,100,5,3,1.30408612597655,0,1,528457.0091706,1,528457.5033797,0.85,0,1,0.114489147968412,0.224928366016299,1,0,0.811955669455606,0,0,1,1,0,1,1,528458.8471623,528458.8859748,1,0,1.44444444444444,0,0,0,0,528459.6151941,527741.291986,23,"reinstatement",2,0
"205",206,1,1,2,1,206,206,0,1,528460.0547042,2,5,0.85,0,0,0.85,0,2,20,1,2,100,5,4,0.991135735689329,0,2,528460.3953739,2,528461.6591597,0,0.85,0,0.0400525358793692,0.573866689813004,0,1,0.547737015657445,0,1,1,1,0,2,0,528462.7137851,528463.2405527,1,0,1.44444444444444,0,0,0,0,528463.2412562,527741.291986,23,"reinstatement",2,1
"206",207,1,1,2,1,207,207,0,1,528463.6817901,3,5,0.85,0,0,0.85,0,2,20,1,2,100,5,4,0.968516950179478,0,2,528464.0149823,2,528464.399068,0,0.85,0,0.90588617377069,0.41040483813983,1,0,0.872683352385894,0,0,1,1,0,1,1,528465.4006358,528465.4349738,1,0,1.44444444444444,0,0,0,0,528466.1626489,527741.291986,23,"reinstatement",2,1
"207",208,1,2,1,1,208,208,0,1,528466.6037844,4,5,0.85,0,0,0.85,0,2,20,1,2,100,5,4,0.64869175966157,0,2,528466.9508152,1,528467.616786,0,0.85,0,0.474342374403015,0.512638372146159,1,0,0.93370488015299,0,0,1,1,0,1,1,528468.3001917,528468.3532463,1,0,1.44444444444444,0,0,0,0,528469.1112647,527741.291986,23,"reinstatement",2,1
"208",209,1,2,1,1,209,209,0,1,528469.5588889,5,5,0.85,0,0,0.85,0,2,20,1,2,100,5,4,1.20391132372971,0,1,528469.9030737,2,528471.8777234,0.85,0,1,0.699580264139006,0.192030715831833,1,0,0.751509316088029,0,0,1,1,0,1,1,528473.1256619,528473.1647079,1,0,1.44444444444444,0,0,0,0,528473.9122749,527741.291986,23,"reinstatement",2,0
"209",210,1,1,2,1,210,210,0,1,528474.3587877,6,5,0.85,0,0,0.85,0,2,20,1,2,100,5,4,1.62565148149334,0,1,528474.7072676,1,528475.6599937,0.85,0,1,0.375730385185985,0.331390161043732,1,0,0.724983537353469,0,0,1,1,0,1,1,528477.3171179,528477.3539614,1,0,1.44444444444444,0,0,0,0,528478.0862751,527741.291986,23,"reinstatement",2,0
"210",211,1,1,2,1,211,211,0,1,528478.5249852,7,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,0.8534621935223,0,2,528478.8606704,2,528479.4290851,0,0.85,0,0.306697451001442,0.122030766201927,0,1,0.70250431048938,0,1,1,1,0,2,0,528480.3457504,528480.8717733,1,1,1.44444444444444,2,0,0,0,528482.2416836,527741.291986,23,"reinstatement",2,1
"211",212,1,1,2,1,212,212,0,1,528482.7327226,8,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,1.43084333032838,0,2,528483.0642071,2,528483.5852598,0,0.85,0,0.224861392692998,0.179977427443145,1,0,0.986523354152327,0,0,1,1,0,1,1,528485.0455538,528485.0883198,1,0,1.55555555555556,0,0,0,0,528485.8292828,527741.291986,23,"reinstatement",2,1
"212",213,1,1,2,1,213,213,0,1,528486.2684962,9,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,1.61581202551796,0,1,528486.6171049,1,528487.1537119,0.85,0,1,0.551047373568104,0.722807918810048,1,0,0.623545477947542,0,0,1,1,0,1,1,528488.8001643,528488.8409201,1,0,1.66666666666667,0,0,0,0,528489.5778679,527741.291986,23,"reinstatement",2,0
"213",214,1,2,1,1,214,214,0,1,528490.0065484,10,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,1.63673067356354,0,1,528490.353608,2,528491.3628291,0.85,0,1,0.22747139698754,0.826698162102875,1,0,0.827775861053002,0,0,1,1,0,1,1,528493.0413468,528493.0776321,1,0,1.55555555555556,0,0,0,0,528493.8140364,527741.291986,23,"reinstatement",2,0
"214",215,1,1,2,1,215,215,0,1,528494.2651819,11,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,1.40419825385811,0,1,528494.6070951,1,528495.1052992,0.85,0,1,0.355926909608923,0.365518168554415,1,0,0.633253463452494,0,0,1,1,0,1,1,528496.5451915,528496.5984741,1,0,1.55555555555556,0,0,0,0,528497.36177,527741.291986,23,"reinstatement",2,0
"215",216,1,2,1,1,216,216,0,1,528497.8061578,12,5,0.85,0,0,0.85,0,2,20,1,2,105,5,1,1.08705162847968,0,2,528498.1434313,1,528498.847418,0,0.85,0,0.416211753867091,0.345836560189798,0,1,0.377332760394126,0,1,1,1,0,2,0,528499.9954545,528500.5234073,1,0,1.44444444444444,0,0,0,0,528500.5241133,527741.291986,23,"reinstatement",2,1
"216",217,1,1,2,1,217,217,0,1,528500.9560586,13,5,0.85,0,0,0.85,0,2,20,1,2,105,5,2,1.69877159851725,0,2,528501.2959592,2,528501.8376991,0,0.85,0,0.408513580407759,0.147537853428823,0,1,0.164982697803355,0,1,1,1,0,2,0,528503.6152193,528504.1440108,1,0,1.44444444444444,0,0,0,0,528504.1447442,527741.291986,23,"reinstatement",2,1
"217",218,1,2,1,1,218,218,0,1,528504.5837381,14,5,0.85,0,0,0.85,0,2,20,1,2,105,5,2,1.44008967176179,0,2,528504.9323217,1,528505.3405327,0,0.85,0,0.596543235461007,0.702457195251303,1,0,0.923820100111091,0,0,1,1,0,1,1,528506.8228918,528506.8666495,1,0,1.44444444444444,0,0,0,0,528507.6115566,527741.291986,23,"reinstatement",2,1
"218",219,1,1,2,1,219,219,0,1,528508.0456617,15,5,0.85,0,0,0.85,0,2,20,1,2,105,5,2,2.1399192927123,0,1,528508.3852013,1,528509.7287383,0.85,0,1,0.684737972959337,0.0563327307244693,1,0,0.0574564299484043,0,0,1,1,0,1,1,528511.9097025,528511.9529556,1,0,1.55555555555556,0,0,0,0,528512.6902879,527741.291986,23,"reinstatement",2,0
"219",220,1,2,1,1,220,220,0,1,528513.1251768,16,5,0.85,0,0,0.85,0,2,20,1,2,105,5,3,0.941755797789713,0,2,528513.472812,1,528514.3546966,0,0.85,0,0.607243791501774,0.327633208965116,0,1,0.44293555899723,0,1,1,1,0,2,0,528515.3575679,528515.9112423,1,0,1.55555555555556,0,0,0,0,528515.9120886,527741.291986,23,"reinstatement",2,1
"220",221,1,2,1,1,221,221,0,1,528516.3451125,17,5,0.85,0,0,0.85,0,2,20,1,2,105,5,3,1.13252731005332,0,2,528516.6920442,1,528517.9497273,0,0.85,0,0.974110911644607,0.823266199974773,1,0,0.87876673508722,0,0,1,1,0,1,1,528519.1258755,528519.1691083,1,0,1.55555555555556,0,0,0,0,528519.9071378,527741.291986,23,"reinstatement",2,1
"221",222,1,2,1,1,222,222,0,1,528520.3444779,18,5,0.85,0,0,0.85,0,2,20,1,2,105,5,3,1.72246118918528,0,1,528520.6952714,2,528521.0540279,0.85,0,1,0.332167222294573,0.418474996745238,1,0,0.440582307606335,0,0,1,1,0,1,1,528522.818352,528522.8605064,1,0,1.55555555555556,0,0,0,0,528523.5954305,527741.291986,23,"reinstatement",2,0
"222",223,1,1,2,1,223,223,0,1,528524.0295581,19,5,0.85,0,0,0.85,0,2,20,1,2,105,5,3,1.29548675790182,0,2,528524.3651337,2,528525.8228265,0,0.85,0,0.958876209604298,0.964875576359189,0,0,0.486791799512647,0,0,0,1,0,0,0,528527.1840511,528527.7184099,1,0,1.55555555555556,0,0,0,0,528527.7197433,527741.291986,23,"reinstatement",2,1
"223",224,1,1,2,1,224,224,0,1,528527.999301,20,5,0.85,0,0,0.85,0,2,20,1,2,110,0,4,1.13444946426155,0,2,528528.3351163,2,528528.6795262,0,0.85,0,0.311898051770629,0.0226569507816643,0,1,0.292027623918992,0,1,1,1,0,2,0,528529.8869379,528530.4152012,1,0,1.66666666666667,1,1,0,0,528531.7971389,527741.291986,23,"reinstatement",2,1
"224",225,1,2,1,1,225,225,0,1,528532.2989533,1,6,0.85,0,0,0.85,0,0,4,0,3,110,0,4,1.08501753988889,0,1,528532.6386825,2,528533.3117678,0.85,0,1,0.898048388149652,0.998438736384661,0,0,0.0396758658238554,0,0,0,0,0,0,0,528534.4732639,528534.9993109,0,0,1.77777777777778,0,0,0,1,528535.0007379,527741.291986,23,"post",3,0
"225",226,1,1,2,1,226,226,0,1,528535.280561,2,6,0.85,0,0,0.85,0,0,4,0,3,110,0,4,0.918850247205289,0,2,528535.6245122,2,528536.1288425,0,0.85,0,0.208871386288452,0.88639905589414,0,0,0.549821657298833,0,0,0,0,0,0,0,528537.1088964,528537.6469291,0,0,1.66666666666667,0,0,0,0,528537.6482701,527741.291986,23,"post",3,0
"226",227,1,2,1,1,227,227,0,1,528537.9285464,3,6,0.85,0,0,0.85,0,0,4,0,3,110,1,4,0.86687520416902,0,1,528538.2765685,2,528539.1920143,0.85,0,1,0.706428884895607,0.0693573084785354,1,0,0.779328849059733,1,0,1,0,0,1,0,528540.1289359,528540.6565809,0,0,1.66666666666667,0,0,0,0,528540.6572724,527741.291986,23,"post",3,0
"227",228,1,1,2,1,228,228,0,1,528541.078406,4,6,0.85,0,0,0.85,0,0,4,0,3,110,2,4,1.52137669836608,0,1,528541.4125105,1,528541.7847877,0.85,0,1,0.158211298706406,0.648816588424532,1,0,0.258816802408797,1,0,1,0,0,1,0,528543.3807511,528543.9109108,0,0,1.55555555555556,0,1,0,0,528543.9117446,527741.291986,23,"post",3,0
"228",229,1,1,2,1,229,229,0,1,528544.3404875,1,7,0.15,0,0,0.85,0,2,20,0,3,110,2,4,2.80005437924885,0,1,528544.6818496,1,528545.0874244,0.15,0,1,0.360402605280928,0.548594166363671,0,0,0.602430912307481,0,0,0,0,0,0,0,528547.9512118,528548.4790854,0,0,1.55555555555556,0,0,0,0,528548.4804054,527741.291986,23,"learning",2,0
"229",230,1,1,2,1,230,230,0,1,528548.7600903,2,7,0.15,0,0,0.85,0,2,20,0,3,110,2,4,1.23723799420627,0,1,528549.1022456,1,528549.4956227,0.15,0,1,0.570613786859941,0.613241448365751,0,0,0.884325665085096,0,0,0,0,0,0,0,528550.8034738,528551.3293541,0,0,1.44444444444444,0,0,0,0,528551.3306758,527741.291986,23,"learning",2,0
"230",231,1,2,1,1,1,1,0,1,528669.15329,1,1,0.15,0,0,0.85,0,2,20,0,3,0,0,1,1.51782415911092,0,2,528669.4858628,1,528671.3084374,0,0.85,0,0.691689202160644,0.661728770388191,0,1,0.70756991174219,0,1,1,0,0,2,0,528672.8715632,528673.4007993,0,0,NA,0,0,0,0,528673.4040264,528669.0724677,23,"learning",2,1
"231",232,1,1,2,1,2,2,0,1,528673.8497893,2,1,0.15,0,0,0.85,0,2,20,0,3,0,0,2,0.772599048623053,0,2,528674.1894817,2,528674.5988539,0,0.85,0,0.357292476966715,0.821489632938445,0,1,0.0512452174014528,0,1,1,0,0,2,0,528675.4236154,528675.9515981,0,0,2,0,0,0,1,528675.9560862,528669.0724677,23,"learning",2,1
"232",233,1,1,2,1,3,3,0,1,528676.4187115,3,1,0.15,0,0,0.85,0,2,20,0,3,0,0,3,1.4256466779385,0,2,528676.7582886,2,528677.0558471,0,0.85,0,0.587374996587437,0.000205965066777725,0,1,0.24609339214481,0,1,1,0,0,2,0,528678.5430989,528679.0838397,0,0,2,0,0,0,1,528679.0845523,528669.0724677,23,"learning",2,1
"233",234,1,1,2,1,4,4,0,1,528679.5190694,4,1,0.15,0,0,0.85,0,2,20,0,3,0,0,4,1.7693090882725,0,2,528679.8610978,2,528680.2095543,0,0.85,0,0.526068289547981,0.0661796012405725,0,1,0.305133213601794,0,1,1,0,0,2,0,528682.0468009,528682.5789879,0,0,2,0,0,0,1,528682.5797231,528669.0724677,23,"learning",2,1
"234",235,1,1,2,1,5,5,0,1,528683.0192321,5,1,0.15,0,0,0.85,0,2,20,0,3,5,0,0,1.10216752743585,0,2,528683.3639406,2,528683.6568118,0,0.85,0,0.241864865822058,0.321945931775335,0,1,0.346922862133818,0,1,1,0,0,2,0,528684.8323866,528685.3593202,0,1,2,2,0,0,1,528686.7612566,528669.0724677,23,"learning",2,1
"235",236,1,1,2,1,6,6,0,1,528687.2744323,6,1,0.15,0,0,0.85,0,2,20,0,3,5,1,0,1.25764316863774,0,2,528687.6174735,2,528688.0304863,0,0.85,0,0.930542501633837,0.22386032080548,1,0,0.936956223763549,1,0,1,0,0,1,0,528689.3521033,528689.8828363,0,0,2,0,0,0,1,528689.8835751,528669.0724677,23,"learning",2,1
"236",237,1,2,1,1,7,7,0,1,528690.3263441,7,1,0.15,0,0,0.85,0,2,20,0,3,5,1,1,1.74458539984101,0,2,528690.669989,1,528691.2024474,0,0.85,0,0.00448756346514989,0.752656446706607,0,1,0.365314902127179,0,1,1,0,0,2,0,528693.0052279,528693.5442995,0,0,2,0,0,0,1,528693.5450671,528669.0724677,23,"learning",2,1
